Track URI,Track Name,Track Duration (ms),Artist Name,Artist Popularity,Artist Genres,Album Name,Album Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6KkyuDhrEhR5nJVKtv9mCf,High Hopes,230266,Kodaline,68,"irish pop, modern rock",In A Perfect World (Expanded Edition),17/6/13,70,0.488,0.487,4,-6.371,1,0.0305,0.577,0,0.193,0.219,77.278,4
spotify:track:4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,245493,One Direction,85,"boy band, pop, post-teen pop, talent show",Midnight Memories (Deluxe),25/11/13,86,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,4
spotify:track:4ucnzIVZrWEFF66syLd2AN,The Perfect Girl - (Instrumental) [Slowed],217370,Mareux,65,dark synthpop,The Perfect Girl [(Instrumental) [Alternate Versions]],8/4/22,56,0.548,0.897,8,-6.019,0,0.0615,0.00387,0.537,0.121,0.147,115.393,4
spotify:track:7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,182706,Lil Uzi Vert,86,"melodic rap, philly rap, rage rap, rap, trap",Luv Is Rage 2,25/8/17,84,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,4
spotify:track:27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),212000,Lil Nas X,78,lgbtq+ hip hop,INDUSTRY BABY (feat. Jack Harlow),23/7/21,84,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,4
spotify:track:4bD9z9qa4qg9BhryvYWB7c,Kabira,223459,Pritam,87,"desi pop, filmi, indian instrumental, modern bollywood",Yeh Jawaani Hai Deewani,30/3/13,80,0.59,0.555,2,-6.861,1,0.0271,0.481,0,0.192,0.191,84.027,4
spotify:track:1798MQBd3lfqa7joQ0ZAEF,This Modern Love,265613,Bloc Party,60,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave, scottish rock",Silent Alarm,2/2/05,56,0.45,0.941,0,-5.338,1,0.0369,0.00223,0.00732,0.129,0.255,159.991,4
spotify:track:2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,303373,Electric Light Orchestra,71,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock",Out of the Blue,1977,84,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73E-06,0.248,0.478,177.765,4
spotify:track:75zMKn5euxQdlkZgu4P42J,Sympathy For The Devil,376800,Mick Jagger,55,"classic rock, dance rock",The Rolling Stones Singles Collection: The London Years,15/8/89,67,0.728,0.681,9,-10.943,1,0.221,0.61,0,0.0559,0.578,115.944,4
spotify:track:4LJhJ6DQS7NwE7UKtvcM52,What's My Age Again?,148360,blink-182,77,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",Enema Of The State,1/6/99,83,0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,4
spotify:track:1y8cNFVQOzeAGMESmmnGnt,Blue,304706,Mai Yamane,36,,COWBOY BEBOP (Original Motion Picture Soundtrack 3 - Blue),1/5/99,39,0.419,0.599,8,-8.005,1,0.0376,0.0673,0.356,0.0682,0.23,144.982,3
spotify:track:29m79w9xPMH4YCD6r8JSmV,Excuses,176232,AP Dhillon,76,"desi hip hop, desi pop, punjabi hip hop, punjabi pop",Excuses,24/7/20,82,0.837,0.717,5,-7.749,0,0.0822,0.0842,0,0.149,0.494,94.984,4
spotify:track:0yCWDaAgOtg6TKlNCg9rwA,Tu Aake Dekhle,270000,King,73,"desi hip hop, desi pop, hindi hip hop",The Carnival,21/9/20,83,0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,4
spotify:track:52itZ0w0CydihB2JCZEIft,Pee Loon,285686,Mohit Chauhan,74,"filmi, modern bollywood",Once Upon A Time In Mumbaai,29/6/10,71,0.656,0.721,8,-5.064,1,0.0364,0.277,0.000139,0.188,0.883,83.95,4
spotify:track:27tX58NOpv1YKQ0abW7EPy,Hurt,374440,Nine Inch Nails,65,"alternative metal, alternative rock, cyberpunk, electronic rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",The Downward Spiral,8/3/94,58,0.566,0.124,11,-18.166,0,0.0431,0.709,0.0104,0.132,0.11,79.924,4
spotify:track:3YL4zMqcyFu0OfLI1sZ66Z,Starry Eyes,206000,Cigarettes After Sex,80,"ambient pop, dream pop, el paso indie, shoegaze",EP I.,21/7/12,65,0.419,0.362,2,-15.32,1,0.0337,0.453,0.335,0.0687,0.114,100.264,4
spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,Chaand Baaliyan,103264,Aditya A,63,hindi indie,Chaand Baaliyan,28/3/20,82,0.729,0.396,0,-8.98,1,0.0359,0.796,0,0.104,0.886,97.281,4
spotify:track:5ZsAhuQ24mWHiduaxJqnhW,Udd Gaye,180413,Ritviz,61,"desi hip hop, desi pop, hindi indie, indian edm",Ved,1/7/19,69,0.595,0.817,11,-6.187,0,0.0474,0.000712,0.0386,0.142,0.483,144.961,4
spotify:track:3EPcgNMdy8uyFzPJpYcGTt,Your Love Is My Drug (8 Bit Slowed),112620,just valery,46,sad lo-fi,Your Love Is My Drug (8 Bit Slowed),1/7/21,1,0.358,0.0968,6,-9.243,1,0.0323,0.524,0.87,0.38,0.212,130.051,4
spotify:track:39LLxExYz6ewLAcYrzQQyP,Levitating,203807,Dua Lipa,87,"dance pop, pop, uk pop",Future Nostalgia,27/3/20,85,0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014,4
spotify:track:4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,199986,One Direction,85,"boy band, pop, post-teen pop, talent show",Up All Night,25/5/12,88,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,4
spotify:track:2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,228133,One Direction,85,"boy band, pop, post-teen pop, talent show",FOUR (Deluxe),17/11/14,83,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,4
spotify:track:2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,192120,One Direction,85,"boy band, pop, post-teen pop, talent show",Made In The A.M. (Deluxe Edition),13/11/15,82,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,4
spotify:track:7kSLdGdXLey7pzLsWpdg1h,Little Things,219640,One Direction,85,"boy band, pop, post-teen pop, talent show",Take Me Home: Yearbook Edition,9/11/12,1,0.707,0.222,7,-11.716,1,0.0329,0.788,0,0.205,0.556,110.095,4
spotify:track:3NLnwwAQbbFKcEcV8hDItk,Perfect,230333,One Direction,85,"boy band, pop, post-teen pop, talent show",Made In The A.M. (Deluxe Edition),13/11/15,83,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,4
spotify:track:5G2c6FsfTzgYUzageCmfXY,One Thing,197600,One Direction,85,"boy band, pop, post-teen pop, talent show",Up All Night,25/5/12,77,0.713,0.718,2,-3.806,1,0.0278,0.00233,0,0.0838,0.656,126.999,4
spotify:track:2afCBiru10AFckfOa49wIa,You & I,237933,One Direction,85,"boy band, pop, post-teen pop, talent show",Midnight Memories (Deluxe),25/11/13,79,0.574,0.329,1,-6.829,1,0.0274,0.22,0,0.0986,0.356,130.993,4
spotify:track:5O2P9iiztwhomNh8xkR9lJ,Night Changes,226600,One Direction,85,"boy band, pop, post-teen pop, talent show",FOUR (Deluxe),17/11/14,91,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,4
spotify:track:3cKM7UXBZmgjEgEBTkaIlU,Strong,184373,One Direction,85,"boy band, pop, post-teen pop, talent show",Midnight Memories (Deluxe),25/11/13,81,0.741,0.663,0,-7.308,1,0.0434,0.0608,0,0.0931,0.338,115.013,4
spotify:track:34aYkYrY3sXhEU9O4VQgtB,Fireproof,174080,One Direction,85,"boy band, pop, post-teen pop, talent show",FOUR (Deluxe),17/11/14,70,0.681,0.864,3,-3.276,1,0.0301,0.00477,0,0.122,0.921,132.929,4
spotify:track:1dQQ2QlnvXUehsRUrukKmf,Right Now,200400,One Direction,85,"boy band, pop, post-teen pop, talent show",Midnight Memories (Deluxe),25/11/13,85,0.645,0.78,8,-5.165,1,0.0319,0.218,0,0.0919,0.372,120.008,4
spotify:track:7qiZfU4dY1lWllzX7mPBI3,Shape of You,233712,Ed Sheeran,90,"pop, uk pop",÷ (Deluxe),3/3/17,90,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4
spotify:track:47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,220734,Bruno Mars,87,"dance pop, pop",Doo-Wops & Hooligans,5/10/10,82,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4
spotify:track:6QPKYGnAW9QozVz2dSWqRg,Someone Like You,285240,Adele,85,"british soul, pop, pop soul, uk pop",21,19/1/11,2,0.554,0.321,9,-8.251,1,0.028,0.893,0,0.0996,0.288,135.047,4
spotify:track:72jbDTw1piOOj770jWNeaG,Paris,221506,The Chainsmokers,80,"electropop, pop",Memories...Do Not Open,7/4/17,78,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,4
spotify:track:2Fxmhks0bxGSBdJ92vM42m,bad guy,194087,Billie Eilish,87,"art pop, electropop, pop","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",29/3/19,85,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
spotify:track:7y2YUIyCuVhBidENVT0068,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252538,Ellie Goulding,81,"indietronica, metropopolis, pop, uk pop","Love Me Like You Do (From ""Fifty Shades Of Grey"")",7/1/15,0,0.258,0.631,5,-6.617,0,0.0541,0.281,0,0.127,0.266,189.583,4
spotify:track:0ct6r3EGTcMLPtrXHDvVjc,The Nights,176658,Avicii,81,"edm, pop, pop dance",The Days / Nights,1/1/14,89,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4
spotify:track:3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,258266,Coldplay,88,"permanent wave, pop",A Head Full of Dreams,4/12/15,87,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92E-06,0.325,0.412,90.027,4
spotify:track:1XGmzt0PVuFgQYYnV2It7A,Payphone,231173,Maroon 5,85,pop,Overexposed Track By Track,1/1/12,86,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,4
spotify:track:0s3nnoMeVWz3989MkNQiRf,Lucid Dreams,239835,Juice WRLD,88,"chicago rap, melodic rap, rap",Goodbye & Good Riddance,23/5/18,0,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4
spotify:track:0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,157560,Post Malone,88,"dfw rap, melodic rap, pop, rap",Hollywood's Bleeding,6/9/19,87,0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,4
spotify:track:3ee8Jmje8o58CHK66QrVC2,SAD!,166605,XXXTENTACION,86,"emo rap, miami hip hop",?,16/3/18,84,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4
spotify:track:6nek1Nin9q48AVZcWs9e9D,Paradise,278719,Coldplay,88,"permanent wave, pop",Mylo Xyloto,24/10/11,87,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,4
spotify:track:7vGuf3Y35N4wmASOKLUVVU,Silence,180822,Marshmello,83,"brostep, edm, pop, progressive electro house",Silence,11/8/17,83,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,4
spotify:track:2RSHsoi04658QL5xgQVov3,Bad Liar,260773,Imagine Dragons,87,"modern rock, pop, rock",Origins (Deluxe),9/11/18,83,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,4
spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,202333,Twenty One Pilots,79,"modern rock, pop, pov: indie, rock",Blurryface,15/5/15,88,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,4
spotify:track:2P4OICZRVAQcYAV2JReRfj,Waiting For Love,230613,Avicii,81,"edm, pop, pop dance",Stories,2/10/15,85,0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,4
spotify:track:2ls70nUDfjzm1lSRDuKxmw,Blank Space,231826,Taylor Swift,100,pop,1989,1/1/14,70,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64E-06,0.13,0.583,96.009,4
spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Riptide,204280,Vance Joy,75,"folk-pop, modern rock",Dream Your Life Away,8/9/14,86,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4
spotify:track:2Z8WuEywRWYTKe1NybPQEW,Ride,214506,Twenty One Pilots,79,"modern rock, pop, pov: indie, rock",Blurryface,15/5/15,85,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,4
spotify:track:0JiVRyTJcJnmlwCZ854K4p,Alone,161200,Alan Walker,81,electro house,Alone,2/12/16,65,0.676,0.929,10,-3.194,1,0.0458,0.186,0.000405,0.121,0.157,97.019,4
spotify:track:2b8fOow8UzyDFAE27YhOZM,Memories,189486,Maroon 5,85,pop,Memories,20/9/19,31,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,4
spotify:track:2PwXOevGUSkU8qaYZjgLq2,All I Want,305746,Kodaline,68,"irish pop, modern rock",In A Perfect World,8/10/13,0,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,3
spotify:track:6epn3r7S14KUqlReYr77hA,Baby,214240,Justin Bieber,89,"canadian pop, pop",My World 2.0,1/1/10,84,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,4
spotify:track:1dNIEtp7AY3oDAKCGg2XkH,Something Just Like This,247626,The Chainsmokers,80,"electropop, pop",Something Just Like This,22/2/17,77,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46E-05,0.174,0.505,102.996,4
spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Hills,242253,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",Beauty Behind The Madness,28/8/15,89,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,4
spotify:track:0pqnGHJpmpxLKifKRmU6WP,Believer,204346,Imagine Dragons,87,"modern rock, pop, rock",Evolve,23/6/17,91,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,4
spotify:track:4Ub8UsjWuewQrPhuepfVpd,Pompeii,214147,Bastille,74,"metropopolis, modern rock, pop",All This Bad Blood,1/1/13,79,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,4
spotify:track:4uQY80TKE1u4ZQZQKHzVEi,The One That Got Away,227333,Katy Perry,83,pop,Teenage Dream,24/8/10,79,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02E-06,0.156,0.876,133.971,4
spotify:track:4lLtanYk6tkMvooU0tWzG8,Grenade,222091,Bruno Mars,87,"dance pop, pop",Doo-Wops & Hooligans,5/10/10,81,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4
spotify:track:6YUTL4dYpB9xZO5qExPf05,Summer,222533,Calvin Harris,86,"dance pop, edm, electro house, house, pop, progressive house, uk dance",Motion,31/10/14,86,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
spotify:track:5p7ujcrUXASCNwRaWNHR1C,Without Me,201660,Halsey,83,"electropop, etherpop, indie poptimism, pop",Without Me,4/10/18,78,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,4
spotify:track:08bNPGLD8AhKpnnERrAc6G,FRIENDS,202620,Marshmello,83,"brostep, edm, pop, progressive electro house",FRIENDS,9/2/18,80,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,4
spotify:track:09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,228373,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop","My Dear Melancholy,",30/3/18,89,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,3
spotify:track:2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),229525,Wiz Khalifa,81,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",See You Again (feat. Charlie Puth),2015,86,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,4
spotify:track:6DCZcSspjsKoFjzjrWoCdn,God's Plan,198973,Drake,95,"canadian hip hop, canadian pop, hip hop, rap, toronto rap",Scorpion,29/6/18,88,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,4
spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,Closer,244960,The Chainsmokers,80,"electropop, pop",Closer,29/7/16,87,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4
spotify:track:6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,201240,Imagine Dragons,87,"modern rock, pop, rock",Evolve,23/6/17,84,0.672,0.655,10,-5.021,0,0.0311,0.0362,0,0.117,0.556,134.945,4
spotify:track:0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,205946,DJ Snake,77,"edm, electronic trap, pop, pop dance",Encore,5/8/16,87,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,4
spotify:track:7DFNE7NO0raLIUbgzY2rzm,Let Her Go,252866,Passenger,70,"folk-pop, neo mellow",All The Little Lights,5/11/12,11,0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,4
spotify:track:7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),202533,The Script,72,"celtic rock, pop",#3 Deluxe Version,10/9/12,83,0.421,0.873,10,-4.343,1,0.0564,0.0654,0,0.123,0.629,84.786,4
spotify:track:4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),197866,Ed Sheeran,90,"pop, uk pop",Beautiful People (feat. Khalid),28/6/19,76,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4
spotify:track:1brwdYwjltrJo7WHpIvbYt,Faded,212626,Alan Walker,81,electro house,Faded,4/12/15,4,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.20E-06,0.111,0.166,90.011,4
spotify:track:7129iqBafaphfc3WPCGC0L,7 Years,237300,Lukas Graham,70,"danish pop, scandipop",Lukas Graham (Blue Album),16/6/15,54,0.742,0.479,10,-5.83,1,0.0551,0.29,0,0.391,0.346,119.951,4
spotify:track:52z0MmFwjQZAmXgIYL2hHj,Pumped Up Kicks,233280,Foster The People,71,"indietronica, modern alternative rock, modern rock, rock",NRJ 200% Hits 2012,1/1/12,0,0.727,0.731,10,-5.359,0,0.0294,0.132,0.139,0.157,0.964,127.98,4
spotify:track:3DamFFqW32WihKkTVlwTYQ,Fireflies,228346,Owl City,68,"indietronica, pop",Ocean Eyes,1/1/09,81,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4
spotify:track:6cpk00i5TxCqSeqNi2HuIe,One More Night,219546,Maroon 5,85,pop,Overexposed Track By Track,1/1/12,79,0.716,0.821,5,-3.435,0,0.0314,0.0558,0,0.0844,0.618,92.997,4
spotify:track:4m0q0xQ2BNl9SCAGKyfiGZ,Somebody Else,347525,The 1975,78,"modern alternative rock, modern rock, pop, pov: indie, rock","I like it when you sleep, for you are so beautiful yet so unaware of it",26/2/16,77,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4
spotify:track:1zB4vmk8tFRmM9UULNzbLB,Thunder,187146,Imagine Dragons,87,"modern rock, pop, rock",Evolve,23/6/17,89,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,4
spotify:track:0tgVpDi06FyKpA1z0VMD4v,Perfect,263400,Ed Sheeran,90,"pop, uk pop",÷ (Deluxe),3/3/17,91,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,3
spotify:track:2fQrGHiQOvpL9UgPvtYy6G,Bank Account,220306,21 Savage,90,"atl hip hop, hip hop, rap, trap",Issa Album,23/9/17,6,0.884,0.347,8,-8.227,0,0.35,0.015,7.00E-06,0.0871,0.376,75.016,4
spotify:track:0BgRaFy7qnwT1PuUmSTFkf,Stereo Hearts (feat. Adam Levine),210960,Gym Class Heroes,68,"dance pop, pop rap",Stereo Hearts (feat. Adam Levine),14/6/11,59,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
spotify:track:21jGcNKet2qwijlDFuPiPb,Circles,215280,Post Malone,88,"dfw rap, melodic rap, pop, rap",Hollywood's Bleeding,6/9/19,89,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,4
spotify:track:3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,158040,Post Malone,88,"dfw rap, melodic rap, pop, rap",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),14/12/18,90,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,4
spotify:track:2dpaYNEQHiRxtZbfNsse99,Happier,214289,Marshmello,83,"brostep, edm, pop, progressive electro house",Happier,17/8/18,85,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4
spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,214653,Queen,84,"classic rock, glam rock, rock",The Game (2011 Remaster),27/6/80,84,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,4
spotify:track:2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,248440,Queen,84,"classic rock, glam rock, rock",Hot Space (2011 Remaster),3/5/82,83,0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,4
spotify:track:4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered 2011,122066,Queen,84,"classic rock, glam rock, rock",News Of The World (2011 Remaster),28/10/77,82,0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,4
spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,209413,Queen,84,"classic rock, glam rock, rock",Jazz (2011 Remaster),10/11/78,85,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,4
spotify:track:300YN8ebGB90nDuzgz0f3O,Killer Queen,179355,Queen,84,"classic rock, glam rock, rock",Bohemian Rhapsody (The Original Soundtrack),19/10/18,70,0.526,0.64,10,-6.374,1,0.0472,0.365,1.30E-06,0.0958,0.622,117.132,4
spotify:track:2Y0iGXY6m6immVb2ktbseM,Little Dark Age,299960,MGMT,73,"alternative rock, indie rock, indietronica, modern rock, rock",Little Dark Age,9/2/18,83,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4
spotify:track:4HbeGjbt7u3pvwDk1vN7P0,Mystery of Love,248964,Sufjan Stevens,70,"art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter",Call Me By Your Name (Original Motion Picture Soundtrack),3/11/17,70,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,5
spotify:track:6FjbAnaPRPwiP3sciEYctO,Raabta,243578,Pritam,87,"desi pop, filmi, indian instrumental, modern bollywood",Agent Vinod,24/2/12,79,0.657,0.581,0,-8.108,1,0.0298,0.699,1.82E-05,0.116,0.323,118.037,4
spotify:track:0dgrFwOa0RrFzWcM0azTzx,The Good Part,227266,AJR,73,pov: indie,The Click,30/6/17,66,0.287,0.473,5,-3.551,1,0.034,0.0858,4.40E-05,0.383,0.577,186.283,4
spotify:track:7GJ572zvnU94VZVrj5XRtb,Spirits,203653,The Strumbellas,55,"canadian indie, folk-pop, stomp and holler",Hope,22/4/16,6,0.556,0.658,0,-6.075,1,0.0265,0.164,0,0.113,0.787,80.529,4
spotify:track:2UKvxuMTM7JwprZrnpxgY1,Kiss It Off Me,269933,Cigarettes After Sex,80,"ambient pop, dream pop, el paso indie, shoegaze",Cry,25/10/19,66,0.521,0.298,4,-12.474,1,0.026,0.754,0.46,0.11,0.232,80.388,4
spotify:track:4vVTI94F9uJ8lHNDWKv0i2,Eenie Meenie,201946,Sean Kingston,69,"dance pop, miami hip hop, pop",Eenie Meenie,23/3/10,78,0.72,0.607,1,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,4
spotify:track:14QX1ckbDIhqetvu5VZ3cP,In This Shirt,335146,The Irrepressibles,58,baroque pop,Mirror Mirror,1/10/10,76,0.293,0.394,9,-9.581,1,0.0299,0.691,0.382,0.157,0.0384,80.168,4
spotify:track:58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,187931,Kina,66,sad lo-fi,Can We Kiss Forever?,31/8/18,78,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4
spotify:track:1juJ3mwsFerctbngtK42G4,Saware,321613,Pritam,87,"desi pop, filmi, indian instrumental, modern bollywood",Phantom,31/7/15,70,0.499,0.683,6,-6.373,0,0.0334,0.703,0.00161,0.0749,0.295,134.95,4
spotify:track:0pdKRp2sUthTPe7RLWpPqQ,You're Somebody Else,218883,flora cash,58,"indie pop, scandipop, swedish indie folk",You're Somebody Else,19/6/18,74,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,4
spotify:track:7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),205040,A$AP Rocky,83,"east coast hip hop, hip hop, rap, trap",TESTING,25/5/18,85,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4
spotify:track:0aU39h0Vz3F5VzbFR2kC4X,Stay with me soft bass boost - Remix,118128,Lilorx,1,,Stay with me soft bass boost (Remix),20/7/21,0,0.768,0.757,8,-8.9,1,0.333,0.381,0.62,0.419,0.321,95.025,4
spotify:track:2Ih217RCGAmyQR68Nn7Cqo,You Know How We Do It,232773,Ice Cube,75,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap",Lethal Injection,7/12/93,82,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,4
spotify:track:0WSa1sucoNRcEeULlZVQXj,Can You Feel My Heart,228146,Bring Me The Horizon,78,"melodic metalcore, metalcore, modern rock, pop punk, rock, uk metalcore",Sempiternal (Expanded Edition),1/4/13,82,0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,5
spotify:track:0T5iIrXA4p5GsubkhuBIKV,Until I Found You,177720,Stephen Sanchez,77,gen z singer-songwriter,Until I Found You,1/9/21,87,0.539,0.508,10,-6.05,1,0.0288,0.727,0,0.174,0.227,101.358,3
spotify:track:1rw7Ajqh0zjTpo29stGLu4,From a Logical Point of View,177983,Jensen Ackles,35,,The Boys: Season 3 (Amazon Original Series Soundtrack),8/7/22,39,0.801,0.343,7,-13.972,1,0.131,0.813,0,0.195,0.941,147.054,4
